id, label
18670,1
18672,1
18674,0
18676,0
18678,0
18680,1
18682,1
18686,1
18688,0
18689,1
18692,0
18698,0
18699,1
18700,0
18701,0
18703,0
18704,1
18705,1
18706,1
18707,0
18708,0
18713,0
18718,0
18719,0
18721,0
18724,1
18728,0
18730,0
18732,1
18736,1
18738,1
18739,0
18743,0
18744,0
18746,0
18747,0
18748,1
18749,1
18750,1
18751,0
18752,0
18753,0
18754,1
18763,0
18765,1
18768,1
18769,0
18773,1
18774,1
18778,1
18779,1
18781,0
18782,0
18783,0
18789,1
18795,1
18798,1
18807,1
18810,1
18811,0
18816,0
18824,1
18828,0
18830,0
18832,1
18835,1
18840,1
18842,1
18849,1
18851,1
18852,0
18856,0
18857,0
18858,0
18859,1
18860,0
18861,1
18863,1
18865,0
18867,0
18870,1
18872,0
18873,1
18875,0
18882,0
18888,0
18895,0
18896,1
18898,0
18899,0
18902,1
18904,0
18906,1
18908,0
18910,1
18911,1
18917,1
18920,1
18921,0
18922,1
18924,1
18930,1
18932,1
18938,0
18943,1
18944,0
18945,0
18946,1
18951,0
18952,1
18953,0
18954,1
18955,0
18959,1
18962,0
18963,0
18973,1
18975,0
18985,0
18986,1
18987,1
18988,0
18990,0
18991,0
18992,1
18993,1
18994,0
18995,0
18996,1
18997,0
19000,0
19004,1
19005,0
19006,1
19009,1
19017,1
19020,1
19021,0
19022,1
19023,0
19028,0
19029,1
19033,0
19037,0
19040,1
19041,0
19042,0
19044,0
19045,0
19048,0
19050,1
19053,0
19055,1
19057,0
19059,0
19061,0
19062,0
19065,1
19069,0
19073,0
19075,1
19077,0
19079,1
19081,1
19082,1
19083,0
19087,1
19088,1
19092,0
19097,0
19101,0
19110,0
19113,1
19118,1
19121,0
19122,1
19127,0
19128,1
19136,1
19137,1
19142,1
19152,1
19155,0
19159,1
19163,0
19165,0
19167,0
19169,0
19170,1
19171,1
19174,0
19178,0
19180,0
19181,0
19182,0
19191,1
19193,0
19198,0
19199,1
19201,1
19202,1
19208,1
19213,1
19223,1
19229,0
19237,0
19238,0
19240,1
19241,0
19254,1
19255,1
19256,1
19258,0
19262,1
19263,0
19267,0
19269,1
19270,1
19271,1
19272,1
19273,0
19275,0
19277,1
19280,0
19281,1
19283,0
19284,0
19285,1
19286,0
19290,0
19291,0
19293,1
19294,0
19295,1
19297,1
19304,1
19307,0
19308,0
19312,0
19318,1
19322,1
19325,1
19327,1
19329,0
19331,1
19334,1
19341,1
19343,1
19344,1
19351,1
19352,0
19356,0
19357,1
19358,0
19359,0
19360,0
19364,0
19365,0
19367,0
19368,1
19369,0
19371,1
19373,1
19374,1
19375,0
19377,1
19378,1
19379,1
19380,0
19381,1
19383,0
19386,1
19387,1
19388,1
19397,1
19403,0
19406,1
19409,1
19410,0
19411,0
19412,0
19416,1
19418,0
19419,1
19420,0
19422,0
19424,0
19426,0
19427,0
19428,0
19431,1
19432,1
19433,0
19435,0
19440,1
19441,0
19444,0
19447,1
19448,0
19450,0
19451,1
19453,0
19458,0
19459,1
19461,0
19462,1
19463,1
19464,0
19466,0
19470,0
19471,0
19473,0
19474,0
19475,1
19477,1
19478,1
19480,0
19482,1
19483,1
19487,0
19489,0
19491,0
19492,0
19497,1
19499,1
19500,0
19501,1
19505,0
19506,1
19507,0
19509,0
19510,1
19511,1
19512,0
19513,1
19515,0
19529,1
19534,0
19537,1
19539,0
19540,0
19541,1
19545,0
19546,0
19547,1
19549,1
19551,1
19555,0
19556,1
19557,0
19559,0
19560,0
19561,0
19562,1
19568,1
19569,1
19570,0
19571,1
19572,1
19625,0
19630,0
19631,1
19635,1
19639,1
19642,0
19644,1
19645,1
19647,0
19648,1
19649,0
19650,0
19651,1
19653,1
19654,1
19655,1
19657,1
19658,0
19663,1
19664,0
19666,0
19667,0
19668,1
19672,0
19674,1
19675,0
19679,0
19680,1
19681,1
19683,1
19684,0
19689,1
19690,1
19692,0
19693,1
19697,1
19699,1
19702,1
19703,1
19704,1
19706,0
19710,0
19711,0
19712,0
19713,1
19719,0
19721,1
19723,1
19726,0
19727,0
19731,1
19732,0
19734,1
19737,1
19742,1
19744,0
19745,1
19748,1
19751,1
19756,0
19758,1
19760,0
19761,0
19762,0
19763,1
19764,0
19766,1
19767,1
19769,0
19773,1
19775,1
19780,0
19781,1
19784,1
19786,0
19787,0
19788,1
19790,0
19796,0
19799,0
19802,0
19803,0
19807,1
19808,1
19810,0
19812,0
19815,0
19821,1
19823,0
19826,0
19828,0
19830,1
19831,1
19832,1
19833,1
19835,0
19837,1
19839,1
19844,0
19850,1
19854,1
19856,0
19860,1
19862,0
19864,0
19865,0
19866,0
19867,1
19869,0
19870,0
19872,1
19874,0
19875,1
19880,0
19882,0
19887,0
19890,1
19892,1
19895,1
19900,1
19902,1
19903,0
19906,0
19912,0
19913,1
19915,1
19918,1
19921,1
19927,0
19930,0
19933,1
19935,0
19939,0
19943,1
19946,1
19947,1
19950,0
19955,0
19957,1
19959,1
19962,1
19963,0
19964,1
19965,0
19966,0
19968,1
19975,0
19978,1
19981,1
19982,0
19983,0
19984,0
19985,0
19986,0
19989,0
19991,1
19993,0
19996,0
19998,1
20001,0
20005,1
20008,1
20009,0
20012,0
20013,1
20016,0
20018,1
20019,0
20021,1
20025,0
20030,1
20031,0
20032,1
20034,0
20035,0
20037,1
20038,1
20039,1
20045,0
20048,0
20052,0
20055,1
20058,0
20062,1
20063,1
20068,1
20071,0
20079,0
20080,1
20081,1
20082,1
20083,0
20087,1
20089,1
20090,0
20092,1
20093,0
20095,1
20096,1
20101,1
20103,0
20105,1
20106,0
20112,1
20114,0
20116,0
20117,1
20118,1
20119,0
20127,1
20129,0
20132,1
20135,0
20137,0
20138,1
20140,1
20142,0
20145,0
20151,0
20153,1
20159,1
20161,1
20165,1
20166,0
20168,0
20170,1
20174,0
20176,0
20180,1
20181,0
20186,0
20187,1
20189,1
20191,1
20193,0
20195,0
20206,1
20207,0
20208,1
20210,0
20213,1
20214,1
20215,1
20216,0
20217,0
20220,0
20221,0
20223,0
20226,1
20228,0
20230,1
20231,1
20232,1
20233,0
20234,1
20235,0
20237,1
20239,1
20241,1
20247,0
20248,1
20249,1
20251,1
20252,0
20255,1
20256,0
20257,1
20258,0
20259,1
20261,0
20262,1
20263,1
20264,1
20265,1
20266,0
20267,0
20269,0
20270,1
20273,1
20274,1
20275,1
20278,1
20279,1
20284,0
20286,0
20291,0
20297,0
20298,1
20299,0
20300,0
20302,1
20304,1
20306,1
20308,0
20309,0
20310,0
20311,1
20314,1
20318,1
20319,1
20321,1
20324,0
20328,1
20332,1
20333,0
20334,0
20335,1
20337,0
20339,1
20340,1
20341,0
20343,1
20344,0
20347,0
20348,0
20352,0
20353,0
20357,1
20358,0
20363,1
20364,1
20365,0
20366,0
20367,0
20368,0
20370,1
20371,0
20372,0
20373,0
20374,1
20376,1
20377,1
20378,1
20379,0
20380,1
20381,1
20382,0
20384,0
20385,1
20386,0
20388,0
20389,0
20391,1
20392,0
20393,1
20395,1
20396,1
20398,1
20400,1
20401,0
20406,1
20407,0
20409,1
20412,1
20414,0
20415,0
20419,0
20420,1
20421,0
20432,1
20438,1
20439,1
20440,0
20441,1
20442,0
20443,0
20444,1
20446,1
20448,0
20450,1
20453,1
20455,1
20457,1
20458,0
20459,1
20461,0
20462,1
20463,1
20464,1
20465,0
20467,0
20468,1
20469,0
20470,1
20471,1
20473,1
20474,1
20476,0
20479,1
20480,1
20485,0
20488,1
20489,0
20490,1
20493,0
20494,0
20496,0
20497,0
20498,0
20499,1
20500,0
20502,0
20507,1
20511,0
20514,1
20515,1
20517,1
20523,0
20525,1
20527,0
20529,0
20531,0
20532,0
20533,1
20535,0
20545,1
20546,1
20548,0
20550,0
20552,0
20557,1
20558,1
20561,1
20562,0
20564,1
20566,0
20567,0
20569,1
20583,1
20584,0
20586,0
20593,0
20596,0
20598,1
20600,0
20605,0
20606,1
20611,0
20618,0
20620,1
20624,0
20628,1
20630,0
20631,1
20632,0
20634,1
20637,0
20639,1
20640,0
20641,0
20645,0
20646,0
20648,0
20649,1
20650,1
20651,1
20652,1
20653,0
20654,0
20655,0
20657,0
20658,1
20660,1
20662,0
20666,1
20667,0
20668,0
20669,0
20670,0
20671,1
20672,1
20673,0
20678,0
20679,1
20680,1
20682,0
20685,1
20692,0
20693,1
20695,0
20698,1
20699,0
20706,0
20708,1
20709,1
20710,1
20711,0
20712,1
20715,0
20719,1
20721,1
20723,0
20725,1
20728,1
20730,1
20734,1
20735,1
20736,1
20738,0
20744,0
20746,0
20747,0
20753,0
20754,1
20755,0
20756,1
20757,1
20759,0
20763,1
20764,1
20766,0
20767,0
20768,0
20769,0
20770,1
20771,0
20773,0
20774,0
20775,1
20776,0
20778,1
20779,1
20784,0
20787,0
20790,0
20791,0
20792,0
20793,1
20794,0
20795,0
20797,1
20798,0
20800,0
20801,0
20802,0
20803,1
20804,0
20807,1
20811,1
20812,0
20813,0
20814,1
20817,0
20822,0
20824,1
20825,0
20826,0
20828,1
20829,0
20833,1
20834,1
20835,0
20836,0
20837,0
20838,1
20840,1
20858,0
20862,1
20865,0
20868,0
20869,0
20878,0
20879,1
20881,1
20882,1
20883,1
20885,1
20887,0
20888,1
20890,0
20893,0
20894,0
20896,0
20898,1
20900,1
20901,0
20902,1
20904,0
20905,0
20907,0
20909,1
20910,0
20911,0
20913,0
20915,1
20917,1
20918,1
20919,0
20920,1
20921,1
20922,0
20925,0
20926,1
20927,1
20930,1
20931,1
20932,0
20936,0
20937,0
20938,1
20941,0
20943,1
20944,0
20945,0
20946,1
20947,0
20948,0
20949,0
20954,1
20958,1
20959,1
20968,1
20969,1
20972,1
20973,0
20974,0
20975,1
20976,0
20979,0
20981,1
20982,1
20983,0
20984,0
20988,1
20989,1
20991,1
20995,1
21000,1
21002,1
21003,1
21006,0
21007,1
21012,0
21013,1
21014,0
21016,1
21017,0
21018,1
21019,1
21022,1
21023,0
21028,0
21030,1
21031,0
21032,1
21034,1
21036,1
21037,0
21038,0
21039,0
21040,0
21041,0
21042,1
21044,1
21045,1
21046,0
21047,0
21049,1
21050,0
21051,0
21053,0
21055,1
21058,1
21059,0
21060,0
21061,1
21063,1
21065,0
21067,1
21071,0
21073,0
21076,0
21077,0
21078,1
21080,0
21081,1
21082,1
21091,1
21093,1
21095,1
21096,1
21097,0
21100,0
21103,1
21105,1
21106,0
21109,0
21112,1
21113,0
21114,0
21117,0
21122,1
21123,1
21124,0
21128,0
21129,0
21130,1
21131,1
21132,0
21133,1
21134,0
21135,1
21136,1
21138,0
21140,0
21142,0
21143,1
21146,0
21148,0
21149,1
21151,0
21152,0
21157,0
21163,0
21164,0
21165,0
21166,0
21168,0
21172,0
21173,0
21175,1
21176,0
21177,0
21178,1
21179,1
21181,0
21182,0
21187,1
21189,0
21190,1
21191,0
21192,0
21193,1
21194,1
21195,0
21196,1
21197,1
21199,1
21201,1
21202,1
21203,0
21205,1
21206,0
21207,1
21208,0
21209,1
21210,0
21211,0
21212,1
21214,0
21215,0
21216,0
21218,0
21219,1
21221,1
