id,acq
17955,1
17956,1
17957,1
17958,1
17960,1
17962,1
17963,1
17964,1
17965,1
17966,1
17967,1
17968,1
17970,1
17972,1
17973,1
17975,1
17978,1
17979,1
17980,1
17981,1
17984,1
17986,1
17988,1
17993,1
18001,1
18009,1
18010,1
18011,1
18012,1
18013,1
18014,1
18017,1
18024,1
18028,1
18029,1
18034,1
18035,1
18036,1
18037,1
18038,1
18040,1
18048,1
18050,1
18051,1
18052,1
18061,1
18062,1
18065,1
18066,1
18068,1
18071,1
18075,1
18079,1
18080,1
18085,1
18086,1
18093,1
18095,1
18096,1
18099,1
18101,1
18104,1
18106,1
18108,1
18109,1
18111,1
18120,1
18128,1
18135,1
18136,1
18138,1
18142,1
18145,1
18146,1
18148,1
18149,1
18150,1
18152,1
18155,1
18157,1
18158,1
18160,1
18166,1
18176,1
18177,1
18180,1
18182,1
18185,1
18186,1
18187,1
18188,1
18191,1
18205,1
18210,1
18213,1
18217,1
18221,1
18222,1
18223,1
18225,1
18228,1
18229,1
18231,1
18232,1
18234,1
18236,1
18238,1
18239,1
18242,1
18243,1
18249,1
18252,1
18253,1
18254,1
18257,1
18258,1
18263,1
18271,1
18275,1
18276,1
18277,1
18280,1
18281,1
18283,1
18294,1
18296,1
18297,1
18300,1
18302,1
18303,1
18306,1
18307,1
18308,1
18309,1
18311,1
18313,1
18317,1
18321,1
18323,1
18325,1
18326,1
18328,1
18329,1
18332,1
18334,1
18336,1
18337,1
18339,1
18340,1
18342,1
18345,1
18347,1
18348,1
18351,1
18352,1
18354,1
18355,1
18356,1
18357,1
18360,1
18362,1
18363,1
18366,1
18367,1
18370,1
18371,1
18372,1
18373,1
18374,1
18375,1
18376,1
18377,1
18378,1
18381,1
18382,1
18383,1
18385,1
18386,1
18387,1
18388,1
18389,1
18390,1
18391,1
18392,1
18393,1
18394,1
18395,1
18396,1
18397,1
18398,1
18399,1
18400,1
18401,1
18402,1
18403,1
18404,1
18405,1
18407,1
18408,1
18409,1
18411,1
18412,1
18413,1
18414,1
18415,1
18416,1
18417,1
18418,1
18419,1
18420,1
18421,1
18422,1
18423,1
18424,1
18425,1
18426,1
18427,1
18429,1
18430,1
18431,1
18432,1
18433,1
18435,1
18436,1
18437,1
18438,1
18443,1
18444,1
18445,1
18448,1
18452,1
18454,1
18455,1
18456,1
18457,1
18458,1
18459,1
18460,1
18461,1
18462,1
18463,1
18464,1
18465,1
18466,1
18467,1
18470,1
18472,1
18476,1
18479,1
18480,1
18481,1
18482,1
18483,1
18487,1
18488,1
18489,1
18490,1
18493,1
18495,1
18496,1
18497,1
18504,1
18509,1
18514,1
18519,1
18520,1
18521,1
18523,1
18524,1
18527,1
18530,1
18531,1
18533,1
18534,1
18536,1
18537,1
18538,1
18539,1
18540,1
18544,1
18549,1
18554,1
18557,1
18563,1
18564,1
18565,1
18566,1
18567,1
18569,1
18570,1
18571,1
18575,1
18576,1
18577,1
18585,1
18590,1
18591,1
18592,1
18595,1
18599,1
18600,1
18602,1
18604,1
18605,1
18606,1
18609,1
18610,1
18614,1
18616,1
18621,1
18625,1
18627,1
18638,1
18642,1
18643,1
18644,1
18646,1
18648,1
18651,1
18654,1
18655,1
18658,1
18660,1
18663,1
18664,1
18665,1
18667,1
18668,1
18670,1
18672,1
18674,1
18676,1
18678,1
18680,1
18682,1
18686,1
18688,1
18689,1
18692,1
18698,1
18699,1
18700,1
18701,1
18703,1
18704,1
18705,1
18706,1
18707,1
18708,1
18713,1
18718,1
18719,1
18721,1
18724,1
18728,1
18730,1
18732,1
18736,1
18738,1
18739,1
18743,1
18744,1
18746,1
18747,1
18748,1
18749,1
18750,1
18751,1
18752,1
18753,1
18754,1
18763,1
18765,1
18768,1
18769,1
18773,1
18774,1
18778,1
18779,1
18781,1
18782,1
18783,1
18789,1
18795,1
18798,1
18807,1
18810,1
18811,1
18816,1
18824,1
18828,1
18830,1
18832,1
18835,1
18840,1
18842,1
18849,1
18851,1
18852,1
18856,1
18857,1
18858,1
18859,1
18860,1
18861,1
18863,1
18865,1
18867,1
18870,1
18872,1
18873,1
18875,1
18882,1
18888,1
18895,1
18896,1
18898,1
18899,1
18902,1
18904,1
18906,1
18908,1
18910,1
18911,1
18917,1
18920,1
18921,1
18922,1
18924,1
18930,1
18932,1
18938,1
18943,1
18944,1
18945,1
18946,1
18951,1
18952,1
18953,1
18954,1
18955,1
18959,1
18962,1
18963,1
18973,1
18975,1
18985,1
18986,1
18987,1
18988,1
18990,1
18991,1
18992,1
18993,1
18994,1
18995,1
18996,1
18997,1
19000,1
19004,1
19005,1
19006,1
19009,1
19017,1
19020,1
19021,1
19022,1
19023,1
19028,1
19029,1
19033,1
19037,1
19040,1
19041,1
19042,1
19044,1
19045,1
19048,1
19050,1
19053,1
19055,1
19057,1
19059,1
19061,1
19062,1
19065,1
19069,1
19073,1
19075,1
19077,1
19079,1
19081,1
19082,1
19083,1
19087,1
19088,1
19092,1
19097,1
19101,1
19110,1
19113,1
19118,1
19121,1
19122,1
19127,1
19128,1
19136,1
19137,1
19142,1
19152,1
19155,1
19159,1
19163,1
19165,1
19167,1
19169,1
19170,1
19171,1
19174,1
19178,1
19180,1
19181,1
19182,1
19191,1
19193,1
19198,1
19199,1
19201,1
19202,1
19208,1
19213,1
19223,1
19229,1
19237,1
19238,1
19240,1
19241,1
19254,1
19255,1
19256,1
19258,1
19262,1
19263,1
19267,1
19269,1
19270,1
19271,1
19272,1
19273,1
19275,1
19277,1
19280,1
19281,1
19283,1
19284,1
19285,1
19286,1
19290,1
19291,1
19293,1
19294,1
19295,1
19297,1
19304,1
19307,1
19308,1
19312,1
19318,1
19322,1
19325,1
19327,1
19329,1
19331,1
19334,1
19341,1
19343,1
19344,1
19351,1
19352,1
19356,1
19357,1
19358,1
19359,1
19360,1
19364,1
19365,1
19367,1
19368,1
19369,1
19371,1
19373,1
19374,1
19375,1
19377,1
19378,1
19379,1
19380,1
19381,1
19383,1
19386,1
19387,1
19388,1
19397,1
19403,1
19406,1
19409,1
19410,1
19411,1
19412,1
19416,1
19418,1
19419,1
19420,1
19422,1
19424,1
19426,1
19427,1
19428,1
19431,1
19432,1
19433,1
19435,1
19440,1
19441,1
19444,1
19447,1
19448,1
19450,1
19451,1
19453,1
19458,1
19459,1
19461,1
19462,1
19463,1
19464,1
19466,1
19470,1
19471,1
19473,1
19474,1
19475,1
19477,1
19478,1
19480,1
19482,1
19483,1
19487,1
19489,1
19491,1
19492,1
19497,1
19499,1
19500,1
19501,1
19505,1
19506,1
19507,1
19509,1
19510,1
19511,1
19512,1
19513,1
19515,1
19529,1
19534,1
19537,1
19539,1
19540,1
19541,1
19545,1
19546,1
19547,1
19549,1
19551,1
19555,1
19556,1
19557,1
19559,1
19560,1
19561,1
19562,1
19568,1
19569,1
19570,1
19571,1
19572,1
19625,1
19630,1
19631,1
19635,1
19639,1
19642,1
19644,1
19645,1
19647,1
19648,1
19649,1
19650,1
19651,1
19653,1
19654,1
19655,1
19657,1
19658,1
19663,1
19664,1
19666,1
19667,1
19668,1
19672,1
19674,1
19675,1
19679,1
19680,1
19681,1
19683,1
19684,1
19689,1
19690,1
19692,1
19693,1
19697,1
19699,1
19702,1
19703,1
19704,1
19706,1
19710,1
19711,1
19712,1
19713,1
19719,1
19721,1
19723,1
19726,1
19727,1
19731,1
19732,1
19734,1
19737,1
19742,1
19744,1
19745,1
19748,1
19751,1
19756,1
19758,1
19760,1
19761,1
19762,1
19763,1
19764,1
19766,1
19767,1
19769,1
19773,1
19775,1
19780,1
19781,1
19784,1
19786,1
19787,1
19788,1
19790,1
19796,1
19799,1
19802,1
19803,1
19807,1
19808,1
19810,1
19812,1
19815,1
19821,1
19823,1
19826,1
19828,1
19830,1
19831,1
19832,1
19833,1
19835,1
19837,1
19839,1
19844,1
19850,1
19854,1
19856,1
19860,1
19862,1
19864,1
19865,1
19866,1
19867,1
19869,1
19870,1
19872,1
19874,1
19875,1
19880,1
19882,1
19887,1
19890,1
19892,1
19895,1
19900,1
19902,1
19903,1
19906,1
19912,1
19913,1
19915,1
19918,1
19921,1
19927,1
19930,1
19933,1
19935,1
19939,1
19943,1
19946,1
19947,1
19950,1
19955,1
19957,1
19959,1
19962,1
19963,1
19964,1
19965,1
19966,1
19968,1
19975,1
19978,1
19981,1
19982,1
19983,1
19984,1
19985,1
19986,1
19989,1
19991,1
19993,1
19996,1
19998,1
20001,1
20005,1
20008,1
20009,1
20012,1
20013,1
20016,1
20018,1
20019,1
20021,1
20025,1
20030,1
20031,1
20032,1
20034,1
20035,1
20037,1
20038,1
20039,1
20045,1
20048,1
20052,1
20055,1
20058,1
20062,1
20063,1
20068,1
20071,1
20079,1
20080,1
20081,1
20082,1
20083,1
20087,1
20089,1
20090,1
20092,1
20093,1
20095,1
20096,1
20101,1
20103,1
20105,1
20106,1
20112,1
20114,1
20116,1
20117,1
20118,1
20119,1
20127,1
20129,1
20132,1
20135,1
20137,1
20138,1
20140,1
20142,1
20145,1
20151,1
20153,1
20159,1
20161,1
20165,1
20166,1
20168,1
20170,1
20174,1
20176,1
20180,1
20181,1
20186,1
20187,1
20189,1
20191,1
20193,1
20195,1
20206,1
20207,1
20208,1
20210,1
20213,1
20214,1
20215,1
20216,1
20217,1
20220,1
20221,1
20223,1
20226,1
20228,1
20230,1
20231,1
20232,1
20233,1
20234,1
20235,1
20237,1
20239,1
20241,1
20247,1
20248,1
20249,1
20251,1
20252,1
20255,1
20256,1
20257,1
20258,1
20259,1
20261,1
20262,1
20263,1
20264,1
20265,1
20266,1
20267,1
20269,1
20270,1
20273,1
20274,1
20275,1
20278,1
20279,1
20284,1
20286,1
20291,1
20297,1
20298,1
20299,1
20300,1
20302,1
20304,1
20306,1
20308,1
20309,1
20310,1
20311,1
20314,1
20318,1
20319,1
20321,1
20324,1
20328,1
20332,1
20333,1
20334,1
20335,1
20337,1
20339,1
20340,1
20341,1
20343,1
20344,1
20347,1
20348,1
20352,1
20353,1
20357,1
20358,1
20363,1
20364,1
20365,1
20366,1
20367,1
20368,1
20370,1
20371,1
20372,1
20373,1
20374,1
20376,1
20377,1
20378,1
20379,1
20380,1
20381,1
20382,1
20384,1
20385,1
20386,1
20388,1
20389,1
20391,1
20392,1
20393,1
20395,1
20396,1
20398,1
20400,1
20401,1
20406,1
20407,1
20409,1
20412,1
20414,1
20415,1
20419,1
20420,1
20421,1
20432,1
20438,1
20439,1
20440,1
20441,1
20442,1
20443,1
20444,1
20446,1
20448,1
20450,1
20453,1
20455,1
20457,1
20458,1
20459,1
20461,1
20462,1
20463,1
20464,1
20465,1
20467,1
20468,1
20469,1
20470,1
20471,1
20473,1
20474,1
20476,1
20479,1
20480,1
20485,1
20488,1
20489,1
20490,1
20493,1
20494,1
20496,1
20497,1
20498,1
20499,1
20500,1
20502,1
20507,1
20511,1
20514,1
20515,1
20517,1
20523,1
20525,1
20527,1
20529,1
20531,1
20532,1
20533,1
20535,1
20545,1
20546,1
20548,1
20550,1
20552,1
20557,1
20558,1
20561,1
20562,1
20564,1
20566,1
20567,1
20569,1
20583,1
20584,1
20586,1
20593,1
20596,1
20598,1
20600,1
20605,1
20606,1
20611,1
20618,1
20620,1
20624,1
20628,1
20630,1
20631,1
20632,1
20634,1
20637,1
20639,1
20640,1
20641,1
20645,1
20646,1
20648,1
20649,1
20650,1
20651,1
20652,1
20653,1
20654,1
20655,1
20657,1
20658,1
20660,1
20662,1
20666,1
20667,1
20668,1
20669,1
20670,1
20671,1
20672,1
20673,1
20678,1
20679,1
20680,1
20682,1
20685,1
20692,1
20693,1
20695,1
20698,1
20699,1
20706,1
20708,1
20709,1
20710,1
20711,1
20712,1
20715,1
20719,1
20721,1
20723,1
20725,1
20728,1
20730,1
20734,1
20735,1
20736,1
20738,1
20744,1
20746,1
20747,1
20753,1
20754,1
20755,1
20756,1
20757,1
20759,1
20763,1
20764,1
20766,1
20767,1
20768,1
20769,1
20770,1
20771,1
20773,1
20774,1
20775,1
20776,1
20778,1
20779,1
20784,1
20787,1
20790,1
20791,1
20792,1
20793,1
20794,1
20795,1
20797,1
20798,1
20800,1
20801,1
20802,1
20803,1
20804,1
20807,1
20811,1
20812,1
20813,1
20814,1
20817,1
20822,1
20824,1
20825,1
20826,1
20828,1
20829,1
20833,1
20834,1
20835,1
20836,1
20837,1
20838,1
20840,1
20858,1
20862,1
20865,1
20868,1
20869,1
20878,1
20879,1
20881,1
20882,1
20883,1
20885,1
20887,1
20888,1
20890,1
20893,1
20894,1
20896,1
20898,1
20900,1
20901,1
20902,1
20904,1
20905,1
20907,1
20909,1
20910,1
20911,1
20913,1
20915,1
20917,1
20918,1
20919,1
20920,1
20921,1
20922,1
20925,1
20926,1
20927,1
20930,1
20931,1
20932,1
20936,1
20937,1
20938,1
20941,1
20943,1
20944,1
20945,1
20946,1
20947,1
20948,1
20949,1
20954,1
20958,1
20959,1
20968,1
20969,1
20972,1
20973,1
20974,1
20975,1
20976,1
20979,1
20981,1
20982,1
20983,1
20984,1
20988,1
20989,1
20991,1
20995,1
21000,1
21002,1
21003,1
21006,1
21007,1
21012,1
21013,1
21014,1
21016,1
21017,1
21018,1
21019,1
21022,1
21023,1
21028,1
21030,1
21031,1
21032,1
21034,1
21036,1
21037,1
21038,1
21039,1
21040,1
21041,1
21042,1
21044,1
21045,1
21046,1
21047,1
21049,1
21050,1
21051,1
21053,1
21055,1
21058,1
21059,1
21060,1
21061,1
21063,1
21065,1
21067,1
21071,1
21073,1
21076,1
21077,1
21078,1
21080,1
21081,1
21082,1
21091,1
21093,1
21095,1
21096,1
21097,1
21100,1
21103,1
21105,1
21106,1
21109,1
21112,1
21113,1
21114,1
21117,1
21122,1
21123,1
21124,1
21128,1
21129,1
21130,1
21131,1
21132,1
21133,1
21134,1
21135,1
21136,1
21138,1
21140,1
21142,1
21143,1
21146,1
21148,1
21149,1
21151,1
21152,1
21157,1
21163,1
21164,1
21165,1
21166,1
21168,1
21172,1
21173,1
21175,1
21176,1
21177,1
21178,1
21179,1
21181,1
21182,1
21187,1
21189,1
21190,1
21191,1
21192,1
21193,1
21194,1
21195,1
21196,1
21197,1
21199,1
21201,1
21202,1
21203,1
21205,1
21206,1
21207,1
21208,1
21209,1
21210,1
21211,1
21212,1
21214,1
21215,1
21216,1
21218,1
21219,1
21221,1
